user_id register_day register_type device_type
1326050 18 2 0
816668 18 1 130
1063771 18 0 2
110256 19 0 67
528233 19 1 34
302796 19 0 8
91144 19 0 582
1287006 19 1 1564
286806 19 5 10
920599 19 0 525
849490 19 0 25
185261 20 0 17
751024 20 0 27
1073461 20 1 13
1169918 20 0 29
1253872 20 0 293
86631 20 0 158
612954 20 2 175
680701 20 1 91
990163 20 2 55
1172981 20 2 3
957540 21 1 400
547740 21 1 177
480907 21 1 448
1317133 21 1 80
95226 21 1 40
581797 21 0 252
703746 21 1 11
831194 21 0 2
872719 21 2 4
374707 21 1 208
46295 21 0 440
438866 21 1 5175
566443 21 1 31
22328 21 0 10
46190 22 0 343
1364206 22 1 710
1064084 22 5 7666
370585 22 2 9
618885 22 0 1592
1095054 22 1 29
269705 22 1 140
1229000 22 1 9
1245622 22 1 65
724397 22 1 38
786017 22 1 1219
399142 23 0 2
97440 23 5 35
598977 23 0 10
1126426 23 1 27
220234 23 0 4
872161 23 3 1365
886352 23 0 24
201974 23 0 13
429764 23 0 158
652481 23 2 18
232525 23 1 20
503195 23 0 3
1033546 24 3 1
1063736 24 0 5
103552 24 1 10
383451 24 1 91
4583 24 3 1
114815 24 3 1
1125069 24 2 185
604611 24 2 335
315707 24 1 15
1182277 24 0 318
466116 24 0 11
975253 24 3 223
1168931 24 3 1
85415 25 0 15
1183789 25 1 34
1071230 25 0 10
87951 25 2 3001
568683 25 0 2
332817 25 2 133
356488 25 1 18
600681 25 0 156
706768 25 1 670
262211 26 0 49
829832 26 0 10
1310884 26 0 152
420455 26 0 0
1362886 26 0 14
1027662 26 0 41
354383 26 0 198
773604 26 1 2
1167399 26 2 670
653846 26 1 12
653012 27 0 0
286151 27 1 2
1002227 27 0 321
1260655 27 1 34
745897 27 1 68
1242614 27 1 14
697675 27 6 239
78815 27 0 36
720278 27 1 22
622151 27 1 11014
351081 27 1 79
721042 27 1 1917
1060285 27 1 110
1097088 28 1 701
1335966 28 1 969
1368846 28 1 41
200173 28 0 493
740359 28 0 75
470891 28 0 5
1099750 28 2 115
119516 28 0 230
25262 28 0 0
221673 28 0 7
1096931 28 0 6
155089 28 0 39
113549 29 0 59
375091 29 0 4
1186846 29 0 35
576150 29 2 8
1211830 29 1 201
191736 29 1 7
9747 29 0 23
43304 30 1 10
409648 30 5 266
1029028 30 0 331
937391 30 0 178
628515 30 0 359
394162 30 1 102
717293 30 0 106
439329 30 2 1229
368054 1 1 347
234429 1 2 218
248106 1 2 18017
830442 1 0 100
111725 1 1 47
9513 2 0 126
54739 2 2 54
700931 2 1 2
341994 2 0 17
263096 2 2 18
761753 2 0 2
1292119 3 1 18
1105654 3 2 66
1307301 3 2 20
127337 3 1 909
23766 3 0 193
1185209 4 0 906
1335794 4 1 26
453425 4 0 15
800053 4 2 9
523710 4 2 94
434510 4 0 10
538287 4 0 6005
962976 4 0 417
250130 4 0 196
881195 5 1 29
657697 5 2 34
610099 5 1 983
144610 5 1 404
1111916 6 1 24
14385 6 0 25
420928 6 0 180
323886 6 1 5
996261 6 0 25
1299885 6 1 35
1344413 6 0 998
100922 6 1 17
40417 6 0 178
334790 6 0 0
1262989 6 2 0
944755 6 0 47
1187399 6 0 31
202974 6 1 3
1075878 6 0 97
252339 7 0 864
93671 7 1 205
900527 7 0 210
1368406 7 0 7
1149821 7 2 36
121008 7 1 1686
146068 7 0 61
242238 7 0 89
1302391 7 0 47
1098366 7 0 4230
362055 7 1 14
440605 7 1 433
266973 7 1 308
1064044 8 0 3
291976 8 0 1792
1036567 8 1 47
821259 8 1 0
430197 8 1 30
170749 8 0 15
502903 8 0 70
114139 9 0 2
1001877 9 1 278
1096276 9 4 15
124479 10 0 0
568579 10 0 46
298879 10 0 2
1186389 10 2 12
1207377 10 1 457
373356 10 2 35
1223193 10 1 5
1115821 10 0 80
1033807 10 0 87
108801 11 0 25
565736 11 6 438
823406 11 1 39
213845 11 0 2
570456 11 0 22
1138803 11 0 67
77113 12 1 129
1231293 12 0 12
1194680 12 0 239
38903 12 1 40
31102 12 1 50
1315211 12 0 10
824021 12 1 324
251937 12 0 80
354359 12 2 0
1277035 12 2 170
902400 12 0 4
828893 13 0 61
776757 13 1 496
793234 13 1 1476
1244863 13 1 384
545415 13 0 1454
49479 13 1 181
530636 13 2 8
384349 14 0 36
407273 14 0 31
802929 14 1 38
1293297 14 1 162
669323 14 1 493
663569 14 1 577
1095058 14 0 14
420874 14 1 46
865667 14 1 13
83610 14 1 2
704814 14 1 54
1182151 14 0 4
1082795 14 2 150
442477 14 0 33
74268 15 1 19
286551 15 1 2
511114 15 2 66
877625 15 1 357
376198 15 2 165
62005 15 0 81
712717 15 5 422
106630 16 1 66
835655 16 0 154
737253 16 0 64
256892 16 1 125
1266974 17 6 1359
606377 17 0 314
39231 17 0 15
789586 17 0 8
389172 17 2 31
127790 17 0 29
928475 17 2 8
1090452 17 0 207
640474 17 1 78
523336 17 1 93
1129966 18 5 2733
761924 18 5 548
982882 18 4 15
753550 18 4 25
770402 18 1 226
328889 18 0 8
1202131 18 0 25
114571 18 0 327
906736 18 0 25
988345 18 0 233
137526 18 1 38
1159670 18 0 35
71792 18 0 0
486206 19 0 14
919914 19 2 132
710811 19 0 6
99001 19 1 10
221274 19 2 286
563768 20 5 1104
1171847 20 0 9
891286 20 1 609
1209749 20 6 749
787674 20 1 29
1005871 20 2 0
498431 20 2 81570
470690 20 0 247
718279 20 0 294
1216958 20 2 8
34911 20 2 43
1358960 20 1 20
1296331 20 0 175
1373844 20 2 217
1173144 20 2 143
306485 20 2 9961
309864 20 1 3
484798 20 1 374
661503 21 0 325
935919 21 1 678
219828 21 2 27737
720311 21 0 2
1250964 21 1 950
739329 21 1 221
1050515 21 2 356
1204923 21 5 1001
1312752 21 0 0
289207 21 0 119
791769 21 1 2548
154929 21 2 0
882431 21 0 198
518975 21 1 86
725884 21 0 208
29605 21 0 15
295272 21 1 1678
1176261 21 0 66
1340901 21 1 568
403653 21 0 17
674533 21 1 365
518139 21 2 2032
1037584 22 0 214
864861 22 0 190
1018330 22 1 336
57700 22 1 119
356364 22 0 617
338305 22 2 73
1115179 22 0 33
1253042 22 1 134
42230 22 1 294
638333 23 1 14
680053 23 2 43
1342367 23 1 495
628679 23 0 7
948826 23 1 94
327004 23 1 98
626867 23 1 71
414914 23 0 3
930025 23 0 187
303965 23 2 32
1051912 23 1 174
650566 23 1 229
340762 23 0 2
543694 23 1 11
173755 24 1 327
676626 24 3 1
39595 24 3 1
583282 24 3 1
411251 24 3 1
1245842 24 4 8
924370 24 1 2468
149512 24 3 1
17750 24 3 1
744647 24 3 1
554870 24 1 89
646951 24 1 296
884517 24 3 83
1162557 24 1 288
360888 24 3 83
856745 24 0 341
1087643 24 3 1
650515 24 3 1
316755 25 2 15
399921 25 0 53
714502 25 7 10
83499 25 0 444
133632 25 1 78
6705 25 0 3
1046293 25 2 15
1249641 25 6 513
101865 25 0 10
377810 25 0 14
751036 25 0 311
1293186 25 0 101
193623 26 1 22
162825 26 0 12
964528 26 2 3
126485 26 0 1042
1209522 26 0 25
558503 26 2 5
821571 27 2 7
822128 27 1 3203
601496 27 1 134
1219768 27 1 68603
562162 27 1 58
275992 27 2 252
1048809 27 1 3327
678132 27 0 35
773483 27 0 1195
520367 27 0 353
624629 28 1 113
294997 28 5 536
536234 28 0 35
921317 28 0 4
636813 28 0 7
1116340 28 0 6
342132 28 1 185
1274802 28 0 22
218751 28 0 13
149880 28 0 200
343402 28 0 174
272564 29 6 1308
1032053 29 2 21
36652 29 0 9
1087331 29 2 26
548404 29 0 605
755641 29 1 5790
252884 29 1 430
818826 29 2 43
655050 29 2 82
208597 29 0 55
128354 29 0 55
160487 30 0 5
370095 30 0 286
337658 30 0 181
1216686 30 0 23
184357 30 0 17
1209616 30 1 45
827925 1 2 220
615244 1 0 12
473196 1 0 15
144626 1 1 16
81139 1 2 480
1273941 1 1 59
979344 2 0 97
668401 2 2 2
584182 2 0 108
335350 2 1 566
1213598 2 1 25
151070 2 2 8
1140582 3 0 3
579933 3 5 35
988338 3 1 18
1307812 3 1 58
208079 3 0 43
1279415 3 2 4
791739 4 0 27
1332550 4 5 367
166767 4 2 16
600980 4 0 90
580739 4 4 140
831520 4 0 421
852636 4 1 6
134197 4 0 0
1083188 4 0 111
888487 5 0 21
837881 5 0 39
500219 5 2 10
521501 5 1 169
95926 5 0 2
1127038 5 1 1513
1038804 5 0 53
435262 6 0 95
789407 6 1 26
789099 6 0 63
833503 6 2 59
74152 6 2 66198
347954 6 2 15
982065 6 1 90
645628 7 1 16
1158642 7 1 2153
54112 7 1 23
1143204 7 1 379
284356 7 2 40
1189112 7 4 15
264807 8 1 617
399639 8 0 905
698291 8 0 117
1369701 8 0 68
1287492 8 2 313
906115 8 0 376
1154050 9 1 23
273948 9 1 412
670146 9 0 7
1133697 9 0 16
1193977 10 0 463
1141436 10 0 30
832331 10 0 179
598372 10 1 3
179948 11 2 63
162211 11 0 79
705554 11 1 11
302371 11 0 21
1189235 11 0 4
1332893 11 0 25
127886 11 2 8
190737 11 4 3
1169482 11 0 0
764990 11 2 38
1008281 12 2 59929
240715 12 1 125
697926 12 0 28
828273 12 0 273
922470 12 2 1075
193067 12 0 29
824976 12 0 17
1322736 12 1 210
382207 12 2 3674
777676 12 1 778
995766 12 0 210
208299 12 0 2
779126 12 0 4
150064 13 0 72
284017 13 1 12
1185813 13 2 0
495200 13 1 17
501348 13 2 3
349591 13 0 0
1363398 13 2 70
1112954 13 1 24
233188 13 1 24
169102 13 1 107
1166557 13 1 10
451335 13 0 334
125815 13 2 256
619377 13 2 109
331206 13 0 410
49115 13 1 1228
1239541 13 0 148
563019 13 0 95
1335374 13 0 155
460500 13 0 39
924331 13 0 114
196352 13 0 2
204592 14 2 2
786329 14 0 382
59042 14 1 1295
1246237 14 2 10
521544 14 0 4
871161 14 0 63
1135682 14 0 325
635441 14 0 14
895232 14 0 9
1282724 14 0 9
105691 15 2 102
1026988 15 0 11
990351 15 1 9
857481 15 0 439
1246647 15 0 77
1171872 15 0 80
589628 15 0 7
969895 16 0 11
1047699 16 0 17
120435 16 2 99
750503 16 0 604
208181 16 0 1963
396972 16 1 20
723244 16 0 7
762594 16 1 95
739105 16 0 1320
487520 17 6 888
771746 17 0 6
62414 17 0 2
587319 17 2 3
206704 18 1 7
721583 18 1 25
1211919 18 1 474
266985 18 1 80
267737 18 0 2767
1040028 18 5 1138
90121 18 1 68
666825 18 0 78
23926 19 1 14
152576 19 0 13
703805 19 0 666
477853 19 0 0
572717 19 1 6
484966 19 1 41
441809 19 1 80
11281 19 0 368
869046 19 0 28
706753 20 1 17
929731 20 0 0
439799 20 0 2
703378 20 0 7
1053413 20 1 37
1076898 20 0 143
313567 20 5 8965
993200 20 0 3
789219 20 0 79
1350312 21 1 2703
26906 21 0 90
126664 21 0 332
1340275 21 5 890
273798 21 0 841
353354 21 1 538
1250244 21 0 60
240120 21 0 4
98266 21 1 26
107270 21 1 52
225118 21 0 302
147651 21 1 78
356014 21 0 213
831399 21 0 49
309424 21 0 385
534409 21 0 9
1078310 22 1 6
882347 22 2 11
824445 22 4 37
779731 22 4 18
912785 22 1 15
1310581 22 0 27
955939 22 1 107
22504 22 1 1175
755939 22 1 4199
794303 22 0 561
1216437 22 7 1490
968965 22 5 257
853933 22 0 22
1380362 22 0 80
990421 22 1 71
940543 22 1 114
965095 22 0 546
1306785 22 0 65
279842 22 1 214
1195160 23 2 43
1220744 23 2 35
1338163 23 0 57
778398 23 0 19
482150 23 0 7
913519 23 0 5
81694 23 2 761
726227 23 1 33
369093 23 2 110
119438 23 1 142
467026 23 0 21
355433 23 0 2
56329 23 1 31
854090 24 2 34
1182193 24 0 24
1348846 24 2 34
40519 24 3 1
1195204 24 1 42
1211980 24 3 1
682516 24 0 8
1167193 24 0 179
183299 24 3 1
977259 24 1 8
1169699 24 3 1
344996 24 3 1
1271822 24 1 752
416254 24 0 4
1290161 24 0 58
585843 24 3 1
940358 25 6 875
843780 25 1 195
463531 25 0 1582
435667 25 2 12
23121 26 0 297
1139553 26 4 0
409533 26 1 554
789801 26 0 7
289163 26 2 10
918554 27 0 949
1204075 27 5 367
558140 27 2 599
1287013 27 1 33
15761 27 1 85
1272943 27 0 235
1008253 27 0 922
1365957 27 2 353
584889 27 0 17
1200406 27 0 62
560003 27 5 1708
1353798 27 0 16
560655 27 1 25
1261548 27 0 1163
625690 27 5 10
1027641 28 1 236
70612 28 0 16
822229 28 0 15
585102 28 1 14
995449 28 1 195
786444 28 1 179
553680 28 5 1536
11590 28 0 15
607269 28 1 760
771356 29 2 61
281771 29 7 1285
1356982 29 2 3601
1159533 29 0 68
63871 29 1 7
408862 29 1 626
325289 29 0 300
563501 29 1 100
655435 29 0 8
686020 29 1 10
147215 29 0 14
658503 30 2 102
874926 30 1 200
602673 30 0 446
1162896 30 1 313
199425 30 1 323
1163380 30 2 21
509033 30 0 37
148508 30 0 99
545320 30 2 76
1212430 30 0 251
1064919 30 0 126
45573 30 0 808
1030601 30 0 299
270695 30 0 0
171905 1 1 264
540931 1 0 6
1351977 1 2 7
592972 1 0 80
1356453 1 2 18
1185924 1 2 7
271998 1 0 25
778572 2 1 64
986203 2 1 11
630776 3 0 329
582888 3 5 1673
36641 3 2 2
674209 3 0 111
801017 3 1 20
67960 3 0 42
1081554 3 1 2
1182163 3 0 13
854398 3 1 4
92450 4 0 14
114023 4 0 454
410589 4 4 143
1323146 4 1 169
301775 4 0 0
900596 4 0 84
963519 4 0 0
1364499 4 2 64
96528 4 0 14
443914 5 1 111
250050 5 1 19
480811 5 0 144
165719 5 0 77
622618 5 0 67
373402 5 1 1127
173749 5 1 15
352929 5 1 2097
671257 5 1 27
460306 5 1 79
915711 5 2 11
439689 6 1 471
852994 6 0 277
791159 6 1 14
179005 6 2 3239
735854 6 6 10
624969 6 7 530
644046 6 0 2
156724 6 0 43
534913 6 1 91
166800 7 2 834
1372504 7 0 45
685392 7 0 66
595860 7 0 63
769465 7 2 304
345156 7 1 56
1288113 7 0 350
258001 7 1 52
422936 7 2 4
289031 7 1 0
539973 7 1 26
472120 8 1 21
391602 8 2 48
364657 8 1 1031
946780 8 2 16
123354 8 1 275
734531 8 1 38
766654 9 0 8
20977 9 4 107
618125 9 2 56336
1046282 9 2 976
266801 9 0 29
767491 9 0 134
548506 9 1 334
1139338 9 2 8
209357 10 2 77694
271628 10 2 29
304119 10 2 7
390876 10 1 136
41212 11 0 0
454321 11 0 184
1277246 11 2 11
1032738 11 0 8
566653 11 0 4
51994 11 1 21
369692 11 0 265
1302116 11 2 4
1040816 11 0 119
17793 11 0 6
456300 11 0 25
439383 11 0 43
936762 12 1 14
1264810 12 1 100
1021823 12 1 126
1170571 12 2 320
414527 12 1 87
913140 12 0 431
144823 12 1 2666
228283 12 1 169
1081995 12 1 175
1037014 12 0 0
299279 12 0 101
272317 12 0 32
655941 13 0 5
640804 13 1 564
135591 13 1 36
201044 13 0 36
649179 13 1 200
521674 13 1 3820
1362377 13 2 20
511560 13 1 490
972961 13 1 108
868477 13 0 65
1101776 13 0 46
770811 13 2 3
1326795 13 0 80
317829 14 0 280
1118205 14 1 56
636106 14 1 6972
611442 14 1 16
1271770 14 1 608
589821 14 1 194
1287268 14 2 23
587281 14 2 15
144040 14 0 7
1218916 14 7 1560
444602 15 0 10
697679 15 3 363
314502 15 1 9
311236 15 0 19
1294679 15 2 359
580655 15 1 38
88901 16 1 10
268212 16 0 32
246329 16 1 848
1216828 16 1 2
571972 16 1 37
1134616 16 1 685
210321 16 0 96
1000904 16 0 1894
398323 16 0 88
380693 16 0 91
1347202 16 0 63
1262364 16 0 2
613740 16 1 2
314196 16 0 69
304399 16 1 20
730201 16 1 24
679811 17 1 0
354197 17 0 202
606987 17 0 75
29305 17 1 21
344463 17 1 30
718152 17 0 4
47335 17 0 118
301119 17 0 132
276228 17 0 0
1132151 17 0 2
53119 18 2 18
100555 18 1 47
376798 18 1 2299
202350 18 0 77
352637 18 1 1040
5320 18 0 506
364804 18 2 10399
26894 19 2 13
352465 19 1 92
860466 19 4 27
378598 19 1 15
898774 19 0 6
1156860 19 2 0
163204 19 2 8
373271 19 2 7
1324945 19 0 4
824837 19 3 220
657818 19 1 199
1086322 19 0 238
1052209 19 0 0
409466 20 1 4
365230 20 0 173
1248785 20 0 4
312642 20 2 0
1272783 20 0 330
1266264 20 0 56
878368 20 1 4
1229168 20 2 0
1225712 20 1 364
340570 20 1 45
102511 20 0 0
494539 20 0 856
1088969 21 2 97
784888 21 2 7
707328 21 0 15
1210639 21 1 276
905183 21 2 3330
319740 21 1 33
436066 21 6 66
617913 21 0 198
1366672 21 0 3
169635 21 1 1017
207429 21 0 145
758221 21 0 181
529492 21 0 41
311952 22 3 1761
990696 22 1 417
126592 22 1 188
449786 22 2 3
168557 22 1 19
730296 22 2 82
282090 22 1 35
486352 22 0 17
330231 22 0 1502
393133 22 0 2
800659 22 1 57
861540 23 1 34
1114545 23 0 8
76988 23 0 374
829803 23 1 63
1058015 23 0 4
44888 23 1 5
1097235 23 0 46
934817 23 0 436
351929 23 2 136
462478 23 1 14
885996 23 1 24
1066535 23 2 27
1001657 23 0 106
620886 23 1 132
1380995 24 3 1
895408 24 3 1
769087 24 3 1
1073917 24 4 1851
815855 24 3 1
240179 24 3 1
494968 24 3 83
1215392 24 0 52
1016771 24 2 0
1259945 24 3 1
1377968 24 3 1
86129 24 2 81456
1145920 24 2 13
491680 24 0 193
849691 24 3 1
604509 24 3 1
60513 24 3 1
32963 24 1 2229
1052586 24 3 1
602308 24 0 74
1201317 24 1 17
474407 24 0 140
70568 24 1 6
119082 25 1 495
1158003 25 0 27
591825 25 0 14
940539 25 2 5
889907 25 0 30
362043 26 0 19
790177 26 3 9903
221646 26 1 23
506290 26 2 206
789540 26 5 768
218903 26 0 27
1074892 26 0 729
1131341 26 0 35
1276621 26 0 609
1174412 26 1 3
980951 26 0 4
1003300 26 1 55
1281591 27 0 1173
873204 27 2 140
870092 27 0 40
482163 27 0 11
480283 27 1 440
511421 27 5 1542
1302584 27 0 24
1151507 27 1 67
939225 27 1 2
402966 27 1 176
956127 27 0 34
1012063 27 0 48
1005768 27 0 12
1163187 28 0 85
256378 28 0 1672
208666 28 0 33
52604 28 1 52
11282 28 2 3
1019629 28 1 428
953122 28 1 339
1134945 29 1 28
661401 29 0 1902
69124 29 1 90
1032239 29 0 32
1333827 29 0 2068
164952 29 0 82
716154 29 0 34
401922 29 0 22
374094 29 0 11
652918 29 0 87
447465 29 1 41
658120 30 0 375
829988 30 5 10
1215624 30 1 32
11585 30 0 82
149175 30 2 6
788618 30 0 10
519216 30 0 3
184365 30 1 10
978874 30 0 4
713389 30 0 1131
552003 30 0 35
232948 30 0 159
1170575 30 2 0
1195458 1 0 9
816072 1 0 4
743235 1 0 120
1094462 1 0 3
844549 1 1 161
1285942 1 2 10
209866 1 1 157
613450 1 1 2
358199 2 2 35
883046 2 0 95
753896 2 0 0
1328936 2 0 1843
805121 2 1 116
929290 2 0 4
779206 3 2 2
325156 3 1 51
1308848 3 0 0
996881 3 0 140
1374536 4 2 27
1296300 4 1 435
905490 4 0 21
67850 4 1 1167
1246944 4 1 167
896004 4 2 0
607617 5 1 3
543561 5 0 6
1240244 5 1 95
247715 5 2 12
118558 5 1 5
929051 5 2 7
622825 5 1 106
1093324 5 0 44
299541 5 1 32
435256 5 1 9
531786 5 2 5049
1279764 6 2 271
657835 6 1 160
721087 6 0 62
373744 6 2 57
646509 6 0 0
740760 7 4 477
739892 7 0 422
408900 7 1 20
792960 7 1 4
142999 7 0 8
387517 7 1 37
1320962 7 1 23
170107 7 1 453
