user_id register_day register_type device_type
1024705 19 2 54196
1216155 19 0 70
908722 19 0 7
154592 19 1 0
1283148 19 0 6
498443 19 1 949
969315 19 0 19
64307 19 0 125
354529 20 3 26795
1356483 20 0 0
706190 20 2 11
173062 20 2 4
315478 20 2 0
889519 20 1 34
932779 21 2 29
196775 21 1 33
700405 21 1 147
784459 21 1 868
1149063 21 2 8
251295 21 1 77
526657 21 2 60
320002 21 2 2
119314 21 1 0
627396 21 0 107
1333350 21 0 2
587964 21 0 69
12031 21 0 10
146803 21 0 3730
1242971 21 2 15
271486 21 1 51
1257481 21 1 84
1124704 21 1 402
82331 21 2 67
1045005 22 0 4
1087189 22 7 705
182888 22 0 168
934845 22 0 0
856840 22 0 2
564474 22 1 1101
889799 22 0 7
986758 22 1 461
551774 22 1 34
988213 22 1 96
1022851 22 1 690
349010 22 0 14
1010710 22 0 229
1274470 23 1 107
109960 23 0 341
134284 23 1 16
1005752 23 1 45
864515 23 7 2100
1293015 23 1 0
896768 23 1 1272
630582 23 0 757
1121697 23 2 28
1038226 23 2 22
123460 24 3 1
916810 24 3 1
627512 24 1 2
1343119 24 3 1
1133954 24 3 1
1097049 24 0 178
192579 24 3 1
1084086 24 6 961
699734 24 3 1
1206171 24 1 16
1357699 24 2 7
879745 24 1 3209
178782 24 3 1
6140 24 3 1
743951 24 3 1
497971 24 2 396
603374 24 3 1
817335 24 2 62
279771 25 7 1369
42925 25 1 294
477465 25 7 1087
768121 25 2 0
1275178 25 0 298
844536 25 0 119
82513 26 1 27
73147 26 0 140
1139198 26 2 190
1102617 26 0 15
52912 26 2 0
85120 26 2 97
23943 26 0 47
201931 26 2 2
343855 27 1 259
671011 27 0 1977
1039650 27 1 51
309995 27 1 390
1266745 27 5 10
590838 27 0 0
941982 27 0 8
694129 27 2 7
1302683 27 1 236
1352704 28 1 1962
219435 28 2 116
1273672 28 1 10
615088 28 0 2
692252 28 2 10
234800 28 1 521
797051 28 1 38
1167962 28 0 119
933043 29 0 7
675138 29 1 13
117221 29 0 9
473171 29 0 5
693543 29 1 52
292191 29 1 18
318159 29 1 22
892957 29 1 526
1147681 29 1 181
75453 29 1 22
355914 30 0 7
1141147 30 0 479
885247 30 2 0
472993 30 0 10
1161877 30 2 0
1105157 30 1 13
1034623 30 1 45
444621 30 2 9
629740 30 0 12
684241 30 1 9
1220086 30 0 34
38474 30 0 22
1166161 30 1 21
739743 30 0 8
1023511 30 0 4054
731227 30 6 144
759054 30 0 170
327677 30 3 1307
129681 1 1 197
1344682 1 1 3
1096722 1 0 124
848274 1 0 124
1068753 1 0 502
419872 1 0 12
823524 1 0 88
296360 1 2 2
1161846 1 1 85
200380 2 4 15
1195272 2 0 4
973311 2 1 47
65566 2 0 455
837512 2 0 4
298093 2 1 4038
1358089 2 1 7042
375512 3 1 13
544600 3 0 29
607801 3 1 16
353991 3 1 320
1331412 3 1 163
1191466 4 1 25
199609 4 1 1886
1235906 4 1 205
214520 4 2 105
350589 5 2 2
190595 5 0 10
964396 5 0 0
45698 5 0 2
878324 6 1 18
1105434 6 2 21372
164428 6 0 9
488210 6 1 407
143927 6 2 2724
802178 6 0 4
1314274 6 0 30
863453 6 1 372
322750 6 1 955
1115527 6 0 7
1004157 6 1 167
91619 7 0 9
1306185 7 1 35
305265 7 1 483
46871 7 0 142
1366229 7 0 14
1055863 7 1 788
1186838 7 0 98
253880 7 1 12
78338 7 1 23
1260083 8 1 13
1016524 8 1 5
993669 8 1 117
826128 8 0 12
1042376 8 0 0
600859 9 1 11
75227 9 1 16
600414 9 2 183
43420 9 0 28
1016624 9 0 196
1076060 10 1 28
861623 10 1 209
1346459 10 0 469
461830 10 1 5
1102140 10 2 2
1056672 10 0 51
1359938 10 1 21
548774 10 0 40
525178 10 0 8
626378 10 1 14
354565 11 1 27
892617 11 2 86
294359 11 0 10
488339 11 2 518
1127904 11 1 2221
171801 11 1 8
1197125 11 0 12
66843 11 4 43
1111431 12 0 185
1103001 12 0 118
166570 12 1 5
1090056 12 2 86
401505 12 0 88
979152 12 1 428
1079510 13 1 108
231262 13 0 3
909623 13 2 106
259331 13 0 194
482307 13 1 45
45599 13 2 7
1308064 13 4 37
307842 13 0 162
308021 13 2 7760
491401 13 0 1853
550596 13 0 14
347067 14 2 1079
647428 14 0 10
1351425 14 4 48
367207 14 1 1970
578261 14 0 47
410744 14 1 1856
374837 14 2 174
820628 14 0 86
80534 15 0 22
481996 15 1 10586
660577 15 0 85
657565 15 7 26
406584 15 1 4
46513 15 0 262
439978 15 5 0
838324 15 0 40
372334 15 7 1420
1028472 15 0 414
1014615 15 2 3
311089 16 2 11
540586 16 0 13722
1173965 16 0 843
1288219 16 0 10
574108 16 2 144
277464 16 0 375
1359439 16 1 55
853628 16 2 21
53858 16 2 45
158013 16 3 1975
497227 16 0 18
699824 16 0 12
908248 16 1 130
747011 16 1 45
294670 17 1 60
307582 17 2 282
1046694 17 1 46
47835 17 2 53
737963 17 2 22
241034 17 2 278
1014198 17 1 74
1292983 17 1 21
1180199 17 1 34
436691 17 1 15
547171 17 2 8
380810 17 0 131
1266644 17 0 8
130316 17 2 173
1277078 18 3 3050
726013 18 2 9
801677 18 0 64
1171164 18 0 81
427041 18 0 18
856880 18 0 8
1083524 18 1 8
1043135 18 0 1545
772375 18 2 6
1100906 18 0 360
635496 19 2 90
263313 19 2 145
1009971 19 0 233
452255 19 0 6
849166 19 1 141
1232317 19 0 33
149928 19 0 99
625495 20 0 126
1248475 20 0 4
539772 20 2 29
1070969 20 0 244
1348002 20 2 2
696918 20 1 123
941255 20 0 2169
676628 20 5 122
1219013 20 2 128
292212 20 2 618
771718 20 1 12918
1228451 21 1 6
614185 21 5 7
95892 21 0 273
270639 21 1 3969
109051 21 0 175
1093910 21 1 33
828382 21 0 41
989996 21 1 116
707632 21 0 243
310979 21 2 43
361270 21 0 3316
18164 21 0 54
109300 21 1 153
184896 21 1 1580
1138365 21 1 96
787295 21 5 266
252287 21 5 257
57789 21 0 37
516132 21 0 66
405599 21 1 177
1363258 21 1 112
1196603 21 0 2385
68476 21 1 7
322626 22 0 2
977755 22 0 30
1277017 22 0 384
424021 22 1 637
250150 22 2 49
1023441 22 1 598
449555 22 0 1910
384148 22 1 26
50078 22 1 558
118131 22 0 7
1254087 22 1 213
348531 22 0 141
1282243 22 2 7
179245 22 0 12
1095290 22 0 317
911914 22 0 102
1201527 23 4 3
1323650 23 1 4729
281727 23 1 194
1246624 23 2 7
1280195 23 0 242
403865 23 0 152
456881 23 0 51
1165720 23 0 20
452079 23 0 46
356739 23 2 8
1361980 23 5 2100
767578 23 2 51
254322 23 0 11
479361 24 1 15
44814 24 3 1
213959 24 3 1
502699 24 3 1
134633 24 0 884
146810 24 0 48
1026847 24 3 83
466901 24 3 223
910860 24 3 223
971539 24 0 26
620979 24 0 5
991166 24 5 10
60022 24 1 3918
437128 24 0 343
421279 24 0 21
69455 24 2 13
676263 25 0 60
254245 25 2 2169
803033 25 0 668
379750 25 1 2
810707 25 1 61
115687 25 0 543
282073 25 8 2553
935339 25 0 215
888011 25 2 125
1161871 25 0 13
254419 25 0 2
820122 25 2 0
52439 25 0 48
739383 26 1 36
258286 26 1 41
399136 26 0 4
776540 26 1 7
818322 26 0 198
1365378 26 0 10
124473 26 0 167
464726 26 1 7
374664 26 0 97
863596 27 0 43
997761 27 1 2107
1060690 27 2 4
298261 27 2 60
538346 27 1 30
478502 27 0 0
934244 27 2 10
1037135 27 0 179
75445 27 1 370
49907 27 0 221
180423 27 1 47
915359 27 1 200
265595 27 0 1717
1292419 27 1 96
314869 27 1 4
472103 27 2 89
871337 28 1 24
1011213 28 5 0
711923 28 0 28
142183 28 0 2
744825 28 0 2155
1196381 28 5 10
613110 28 0 20
385195 28 2 173
757287 28 0 13
718808 28 2 69
1306136 28 1 20
494063 28 0 7
292644 28 2 11
810602 28 1 21
145514 29 0 85
1204878 29 1 0
1007795 29 2 0
429599 29 3 1281
408906 29 0 33
1102346 30 2 220
466792 30 0 14
496062 30 1 2
1222796 30 0 51
166295 30 0 22
421491 1 1 9
1246212 1 1 19
1136130 1 0 0
54403 1 1 271
1355467 1 0 8
1210316 1 0 6
1306620 1 0 78
74784 1 0 6
277103 2 0 8
566315 2 2 2
938398 2 2 211
854330 2 0 12
916578 2 0 7
563873 2 2 274
834388 2 0 19
73220 3 0 4
271294 3 0 24
669682 3 2 4
1233853 3 2 144
344954 3 1 121
938592 3 0 0
1236701 3 1 121
1351390 3 2 29
637759 4 2 9
293822 4 0 16
513080 4 0 4
691055 4 0 0
160710 4 1 67
596085 5 0 4
739380 5 7 2708
896298 5 0 927
636994 5 0 8
1073877 5 2 309
147702 5 1 47
1185625 5 2 35
96825 5 0 1044
936907 5 2 0
504485 6 3 15846
1321047 6 0 26
1266486 6 2 716
439245 6 2 56
1118671 6 0 5
93986 6 1 1506
970015 6 1 17
371824 6 0 62
1066713 6 0 27
1216481 6 6 383
1178286 6 4 28
402951 6 4 164
355366 7 0 78
870955 7 0 261
243448 7 0 8
1230879 7 0 22
1238131 7 5 10
791554 7 2 1258
182415 7 0 27
217175 7 0 215
1008857 7 1 499
993433 7 1 68
799530 7 2 14
754179 7 0 86
337507 8 1 31
602378 8 0 19
175882 8 0 29
320091 8 2 8
1366387 8 0 364
543523 9 1 1804
904640 9 2 224
203303 9 0 432
320084 9 0 12
1191763 9 0 56
748009 9 1 6
701078 10 2 516
483260 10 0 8
1257924 10 0 35
139116 10 0 4
550101 11 0 2
189448 11 0 10
903598 11 0 589
1292455 11 2 15
170731 11 0 8
728739 11 0 213
469096 11 0 0
1096848 11 2 44
326448 11 2 224
835062 12 1 43
820570 12 1 38
646185 12 0 645
263260 12 0 66
1144234 12 1 242
453200 12 5 122
99869 12 2 16
917827 12 1 314
146916 13 7 1520
1008840 13 0 82
366187 13 2 17
26101 13 1 291
783407 13 0 166
720192 13 0 0
1009353 13 0 22
126267 13 2 734
548616 13 0 0
285773 13 0 133
1146246 13 0 343
322329 13 1 6662
379911 13 1 215
287026 13 0 434
738541 13 1 85
171415 13 1 25
506052 13 1 230
318099 14 0 110
794900 14 0 7
899106 14 0 46
584347 14 1 300
1225397 14 1 66
818947 14 0 2
819309 14 4 8
607285 14 1 2477
169924 14 2 23
118695 15 2 0
841376 15 2 0
746534 15 0 22
1265908 15 0 51
238666 15 2 13
557999 15 0 234
32121 15 0 196
950491 16 0 3
744916 16 0 16
1294417 16 0 17
1272986 16 0 0
1261227 16 2 4
358833 16 0 435
1262404 16 0 404
838409 16 0 96
1252120 17 2 0
462131 17 0 42
5054 17 0 70
51904 17 4 52
965513 17 0 7
1018598 17 2 11
1161721 18 2 215
354787 18 3 220
758996 18 0 11
194256 18 0 209
733997 18 1 48
1282501 18 0 277
731131 18 2 3
180051 18 0 0
1612 18 0 0
537998 18 1 24
989953 18 0 129
1361259 18 5 3193
1350348 18 0 69
821684 18 2 487
1229673 18 1 463
476385 18 0 4
1240023 18 2 8
148174 18 0 118
696382 18 2 474
624733 18 1 220
794074 19 0 15
670905 19 1 91
875199 19 0 327
455028 19 0 7
1024479 19 1 1207
739069 19 1 817
1015801 19 0 2
100420 19 0 68
1073431 20 7 0
285420 20 0 4
976306 20 5 1087
1123358 20 1 373
329839 20 0 34
935487 21 5 1113
401207 21 1 65
646371 21 2 15
1309335 21 0 0
1171758 21 0 3
777112 21 1 33
1081124 21 1 24
929584 21 0 32
928342 21 0 177
467064 21 0 135
889661 22 1 2
1365879 22 1 40
1253575 22 1 1100
684018 22 0 51
291671 22 0 15
216524 22 1 1222
654022 22 1 1011
1080335 22 1 41
340603 22 1 87
1033962 22 0 297
1205964 22 0 7
715270 22 1 234
803686 22 1 87
1095204 23 2 10
1171037 23 1 564
1294768 23 7 7803
980214 23 1 2
750084 23 1 3
68466 23 1 42
222974 23 0 7
258806 23 1 146
1117465 23 1 31
953601 23 0 42
356896 23 1 9
719693 23 1 50
678741 23 0 382
37902 23 0 13
862030 23 0 69
125336 23 2 0
1048639 24 3 1
590070 24 1 42
311052 24 3 1
328642 24 3 1
169437 24 3 1
708640 24 3 1
89798 24 3 1
1086006 24 0 33
119408 24 3 1
1126368 24 3 1
910651 24 2 153
717393 24 1 29
776221 24 4 584
1095022 24 1 8
375094 24 1 12
1331530 25 1 25
1312355 25 2 128
277199 25 1 47
746576 25 0 1145
419635 25 1 19
425995 25 0 22
23022 26 1 302
1305388 26 0 25
688211 26 0 81
1163391 26 0 127
1024158 26 1 250
958406 26 0 382
130591 27 0 75
340585 27 1 55
670776 27 0 2
1140308 27 2 9
324204 27 0 71
420125 27 1 2262
1331424 27 4 3
1299896 27 0 0
482689 27 0 4
952633 27 0 44
994353 27 1 415
212328 27 1 170
1349237 27 1 9
867815 27 1 19
425627 27 1 1329
603741 27 2 142
1036076 27 0 4
1045397 28 0 176
1215436 28 0 0
1074116 28 1 74
51552 28 0 6369
206493 28 0 8
1097371 28 0 37
740708 28 0 826
254947 28 0 4
817654 28 2 91
520567 29 1 24
637541 29 1 421
160758 29 1 12
155364 29 0 228
236336 30 0 11
473165 30 1 57
91344 30 1 265
393024 30 0 55
439104 30 0 17
956446 30 0 242
49014 30 0 2
1306720 30 0 143
1198369 30 0 50
857180 30 2 16
316541 30 1 39
548859 1 0 26
102783 1 2 14
595787 1 3 2093
1091708 1 0 22
394014 1 2 2
773299 1 0 178
318079 1 0 10
291326 2 1 56
1178750 2 2 209
651206 2 1 10
445793 2 0 37
1144254 2 2 0
773454 2 0 0
485680 2 0 355
1011642 3 0 7
1209867 3 0 8
435844 3 0 177
464995 3 2 27045
626984 3 1 121
1247586 4 0 15
763735 4 0 198
184836 4 2 68
895475 4 2 0
1006306 4 0 81
265326 4 1 66
402691 4 0 19
23254 4 1 29
81986 4 2 4
165125 4 0 27
688704 4 2 20
476675 4 0 0
926604 5 0 11916
318106 5 0 201
484296 5 0 2
795278 5 2 4
588144 5 1 473
1332589 5 1 112
530317 5 1 20
1150186 5 1 46
1298071 5 1 1103
1166471 6 0 7
840201 6 0 19
1336016 6 2 521
663082 6 0 41
914135 6 2 702
643902 6 0 188
624069 6 0 85
492993 6 1 149
7744 6 0 84
946784 6 1 37
446518 7 0 9
1279363 7 0 110
928710 7 7 1951
471475 7 1 507
1204877 7 1 3
1215737 7 0 213
1150382 7 0 23
884178 7 1 251
798889 7 1 8332
800978 7 0 913
711739 7 0 42
494565 7 1 5943
210927 8 0 10
1150191 8 1 8
758105 8 0 241
136085 8 0 0
1263496 8 1 159
1281663 8 0 36
842020 8 5 1544
740376 8 0 7
380145 8 0 8
796461 8 1 18
894694 8 0 22
96712 8 1 130
1343507 8 0 13
88689 9 1 8337
705653 9 0 32
811471 9 2 290
1191105 9 0 81
3687 9 0 3
955416 9 0 292
78680 9 1 26
1138646 9 0 2
835960 9 0 149
309572 9 1 275
8764 9 0 290
1086119 9 1 101
490195 9 0 118
459893 9 0 13
56943 10 0 138
319625 10 1 65
277492 10 0 15
732363 10 0 13
633366 10 1 0
1032748 10 0 111
1129385 10 0 124
215128 10 0 15
1030015 10 0 67
10278 11 0 131
1254421 11 0 18
869210 11 0 49
746514 11 0 149
67110 11 1 22
973348 12 0 236
786763 12 1 8
1111638 12 0 11
1201972 12 0 21
605116 12 3 15
581320 12 0 272
1300529 12 1 78
1035119 12 1 24
844427 12 0 0
19162 12 1 82
803908 13 1 647
573464 13 0 9
868698 13 0 7
433366 13 2 7
772204 13 2 60
483990 13 2 0
593565 13 2 88
675803 14 1 552
860871 14 0 559
1079935 14 0 21
1227873 14 1 417
1217822 14 0 453
781278 14 1 6
766299 14 1 286
1011286 14 0 362
1043298 14 1 23
1313927 14 0 19
1358909 14 1 2
337341 14 1 346
967207 14 1 213
381610 14 2 7
1167197 14 0 29
1318654 14 0 124
359920 14 0 23
686179 15 0 7
480421 15 1 20
1099620 15 0 28
496161 15 0 51
649523 15 1 21
386161 15 5 10
235522 16 0 2
727020 16 0 78
285903 16 0 370
1085264 16 0 143
1174461 16 0 9
1052212 16 0 0
315726 16 0 141
899076 16 0 3
1156329 16 1 200
837469 16 1 0
127542 16 0 13
838691 16 0 545
399709 17 0 44
477039 17 2 2
164925 17 1 7
111661 17 1 8
773720 17 1 58
1340698 17 0 65
637240 17 0 107
1142237 17 0 14
709302 17 1 106
343371 17 1 43
70982 17 2 7
388396 18 0 6653
77733 18 7 901
468460 18 1 7
1141655 18 0 19
1115107 18 0 1180
1100640 18 0 9
45674 18 0 5
550497 19 0 15
1022812 19 0 141
1346010 19 1 2109
308773 19 2 0
932020 19 1 8
1169620 19 2 56
881427 19 1 11
17344 20 0 21
1023935 20 2 7
698759 20 0 28
169036 20 0 233
459584 20 0 0
1112358 20 0 34
873937 20 2 3011
1312724 20 1 1217
241258 21 0 62
585988 21 1 3351
278788 21 0 8
57367 21 0 430
466013 21 0 5
31244 21 0 215
622443 21 1 3
935691 21 0 3777
1151328 21 0 13
1183990 21 0 10
111786 21 1 206
1049409 21 2 391
621095 21 0 394
706281 21 0 16
13955 21 1 84
165620 21 0 249
379929 21 0 288
872502 21 1 44
1132747 21 0 4
1257417 22 1 140
981468 22 1 8
507854 22 1 629
487022 22 0 21
820868 22 3 381
724402 22 1 125
591315 22 1 93
1318872 22 2 2
890810 22 0 12
125505 22 1 17
743786 22 0 97
972165 22 1 138
627478 23 1 1527
790952 23 0 26
1130056 23 1 3568
603535 23 1 24
425516 23 1 36
968355 23 1 10
18012 23 1 40
944746 23 0 62
583344 23 1 439
131233 23 0 386
1350850 23 1 16
631338 23 2 57
83480 23 0 278
532747 23 0 4
914442 23 0 184
272352 24 3 1
391455 24 3 1
672267 24 3 1
194805 24 3 1
211752 24 1 3281
812227 24 1 142
518798 24 0 8
343090 24 1 0
1176718 24 1 4
1085529 24 3 1
750378 24 0 71
678483 24 2 7
1318559 24 0 411
177346 24 5 4375
1040078 24 3 1
456322 24 3 1
620081 24 1 65
402510 24 3 1
122263 24 1 37
217632 24 3 1
1124829 24 3 648
740648 25 1 24
27348 25 5 140
904816 25 0 17
172044 25 0 199
662891 25 1 1434
29479 26 2 252
664254 26 2 134
594435 26 2 115
998167 26 2 33
125354 26 1 9
441475 26 0 168
354458 26 0 3
1047862 26 0 2
337675 26 1 9
529893 26 1 4
753325 26 1 1594
210464 27 0 313
1230011 27 1 10
328908 27 2 687
333844 27 0 112
634178 27 1 550
470184 27 0 22
256355 27 3 2
775939 27 0 9
972954 27 2 74
369774 27 0 18
681171 27 1 29
91523 27 1 11
282174 28 0 311
887117 28 0 487
124616 28 0 124
237986 28 0 99
910136 28 1 246
1137633 28 0 107
1065533 28 0 4
298675 28 0 44
298989 28 0 89
1219119 28 2 8
62524 29 0 412
358483 29 0 12
126697 29 0 238
1064294 29 0 27
835754 29 0 8
958728 29 0 2
551575 29 0 18
45862 29 0 5
1278731 29 0 35
1138258 29 1 264
274779 29 2 3949
157524 29 2 501
942258 29 0 46
987055 29 0 236
755923 29 1 13
700292 29 1 74
621150 29 2 10
136827 30 0 14
691731 30 1 123
1272271 30 7 1374
265645 30 0 345
559952 30 0 2
757263 30 0 156
1133449 30 0 111
822791 30 0 3
979895 30 1 37
416118 1 1 19
97993 1 0 7
503110 1 0 19
980812 1 2 31
579719 1 0 279
1132422 1 0 709
163185 1 0 111
198595 2 0 0
194564 2 2 412
7325 2 0 3
372338 2 1 114
820683 3 4 2
142419 3 2 2
1108283 3 1 10
1231079 3 0 9
500697 3 1 518
442406 3 0 4
95597 3 0 6
1056455 3 1 7
1033782 3 1 49
630249 3 0 303
58169 3 0 188
740731 3 3 1544
559098 3 1 18
520278 3 0 4
776976 3 2 2528
470209 3 1 1211
326056 4 2 436
1222773 4 1 45666
1115286 4 2 323
1083064 4 0 130
527880 4 1 0
1003913 5 1 58
721598 5 3 383
145497 5 0 16
1275917 5 0 84
8540 5 2 134
809833 5 0 107
858435 5 1 179
1038084 5 1 112
695684 6 1 92
1186049 6 0 72
1271920 6 2 88
330809 6 0 86
199340 6 2 99
849009 6 1 17
154282 6 1 129
371922 6 1 50
340627 6 0 12
1147056 6 0 16
882219 6 0 274
758379 6 0 1500
361930 6 0 45
427093 6 0 207
1345826 6 0 217
64789 6 1 86
702603 7 1 84
818488 7 1 3775
557675 7 0 10
207773 7 1 163
339056 7 2 51
1353157 7 1 3115
1243799 7 1 11
805581 7 1 2
816034 7 2 0
1341301 8 0 13
424683 8 1 249
1255372 8 2 32487
892368 8 2 43
132360 8 4 8
149641 8 0 228
344294 8 1 10
75154 9 2 12
333411 9 0 195
391413 9 1 387
951466 9 0 16
1264518 9 2 549
1000344 9 2 140
11431 9 1 36
630681 9 0 43
77173 9 2 4
876228 9 1 7
1279566 9 0 0
1142303 10 0 117
1043901 10 1 6
124665 10 0 804
774136 10 2 1368
596185 10 0 49
898385 10 1 95
760703 10 2 47
210791 10 0 261
398330 11 2 26
1167376 11 0 92
776818 11 2 4
414562 11 0 1018
488616 11 2 0
456415 11 0 101
1178452 11 2 108
833892 11 0 24
281862 11 0 381
198340 11 2 0
182591 11 0 19
551380 12 1 59
1162442 12 0 140
174644 12 1 38
115477 12 1 581
1331513 12 1 67
1288910 12 1 111
1174293 13 2 36
1305645 13 6 525
532728 13 1 1621
914782 13 1 146
866930 13 0 0
405409 13 1 58
213650 13 0 129
444785 13 0 21
1264302 13 2 144
801107 13 0 866
280505 13 0 24
874293 13 0 160
527706 13 1 20
365923 13 0 0
191184 13 1 42
1073527 13 0 67
1344944 13 1 1056
843919 14 1 25
709696 14 0 15
486818 14 2 4
527906 14 1 4
1242160 15 0 8
403905 15 2 144
160534 15 2 3
1061604 15 0 29
656311 15 0 18
924227 15 5 34
267570 15 1 65
93213 15 2 427
221811 15 3 1001
436232 15 1 37
965329 15 0 71
381529 15 2 10
1293601 16 1 1088
1030665 16 1 6
203578 16 1 227
273597 16 1 378
1159760 16 0 130
681492 16 1 32
1218116 17 0 5
781903 17 0 982
992653 17 1 110
109344 17 0 42
829253 17 0 0
475521 17 2 315
338275 17 0 129
547671 17 1 492
211533 17 1 393
362334 18 1 2
1068954 18 1 8
348943 18 0 10
473514 18 0 4
660669 18 1 264
1219214 18 2 81
221657 19 1 47
1037863 19 1 491
1279134 19 0 641
601611 19 1 112
142512 19 1 41
981462 19 1 191
848006 19 0 123
907014 19 0 4
1163243 20 0 114
424434 20 2 19
1160737 20 0 49
48867 20 1 45
1320601 20 0 13
818681 20 0 6
120838 20 1 13
798847 20 0 0
581192 20 1 2
398773 21 1 155
460077 21 1 1475
364889 21 0 41
292348 21 0 503
249245 21 0 403
690283 21 2 239
1122846 21 0 32
1112162 21 1 15
1317770 21 0 374
273128 21 1 123
357093 21 0 3
1307350 21 0 1174
1317808 21 2 27
1228542 21 2 165
183729 21 2 734
1109187 22 1 24
704337 22 1 28
203610 22 1 6
4366 22 1 3
366092 22 1 1696
345435 22 1 305
912713 22 0 441
833491 22 0 314
76029 22 6 861
51035 22 0 22
609862 22 2 2
1200144 22 0 313
974467 23 2 4
1167595 23 1 165
275307 23 0 86
859721 23 1 47
673101 23 0 324
384821 23 2 237
853374 23 2 8
880228 23 1 702
58608 23 1 65
958427 23 0 6
1308833 23 1 247
634409 23 0 147
545119 23 0 315
525283 23 0 44
432422 23 8 97
932714 23 0 186
981138 24 3 1
468941 24 0 872
37128 24 4 84393
584007 24 3 1
914409 24 3 1
753196 24 0 0
106371 24 3 1
1119625 24 0 21
669593 24 0 48
793467 24 1 13
1264290 24 3 1
191554 24 0 25
220814 24 3 1
725303 24 3 648
285373 24 3 1
202671 25 2 34
1279811 25 0 7
336976 25 0 81
193792 25 0 2865
154635 25 2 389
1135585 25 1 13
1056315 25 0 9
206315 25 2 0
647843 25 0 17
1264476 25 1 87
506333 25 1 0
1197078 25 1 534
18643 25 1 187
291769 25 0 75
216927 25 0 29
1353672 26 0 2
863459 26 0 8
217571 26 2 2
70790 26 1 85
584520 26 4 53
895947 26 1 20
1181977 26 0 10
696360 26 1 3
551776 26 0 62
248327 27 0 15
1041229 27 6 1357
250396 27 0 13
661510 27 2 92
999994 27 1 153
836682 27 2 179
468975 27 0 9
1037374 27 1 28
221516 27 2 22
1039780 27 0 9
3667 27 2 16
1332653 27 0 48
234632 28 0 71
834049 28 2 191
819238 28 0 5
721775 28 1 543
1355503 28 1 144
458673 28 1 76
1355182 28 1 16
1251501 28 0 50
1329014 28 0 34
716979 28 0 446
970813 28 0 182
353921 28 0 13
1277351 28 5 7964
569453 28 0 26
947242 28 1 76
784664 29 7 2636
1318444 29 6 844
32631 29 0 6
1312936 29 1 99
640052 29 0 344
1138047 29 0 8
1121754 29 1 46
768808 29 2 11
632011 29 2 133
1157146 29 1 1196
545947 29 1 12
1062790 29 0 10
664160 30 1 210
480632 30 0 18
277868 30 0 39
919720 30 0 23
107791 30 1 212
1191638 30 1 19
1095018 30 0 40
431571 30 0 474
153967 30 0 0
398376 30 4 8
612084 30 2 3
517379 1 2 19
826658 1 0 8
205909 1 0 9
